domain,sheet_type,head,relation,tail,vote
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,CONTRARY_TO,no_one_give_key_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,CONTRARY_TO,door_lock_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_staff_take_care_late_check-in,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,CONTRARY_TO,no_one_give_key_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,CONTRARY_TO,door_lock_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,CONTRARY_TO,customer_wait_10_minute_for_greet,Yes
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,CONTRARY_TO,customer_wait_10_minute_for_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,CONTRARY_TO,staff_misunderstand_on_payment,Yes
check-in,Contrary(P)Body(N),no_evident_not_fluid_check-in,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,CONTRARY_TO,no_one_give_key_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,CONTRARY_TO,door_lock_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_staff_wait_for_check-in_at_3am,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,no_one_give_key_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,door_lock_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_staff_give_early_check-in,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,no_one_give_key_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,door_lock_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_late_arrival_no_extra_cost,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,no_one_give_key_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,door_lock_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_hotel_allow_late_arrival,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,CONTRARY_TO,no_one_give_key_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,CONTRARY_TO,door_lock_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,CONTRARY_TO,customer_wait_10_minute_for_greet,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,CONTRARY_TO,customer_wait_10_minute_for_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,CONTRARY_TO,staff_misunderstand_on_payment,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_4am_arrival,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,CONTRARY_TO,no_one_give_key_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,CONTRARY_TO,door_lock_on_late_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,CONTRARY_TO,customer_wait_10_minute_for_greet,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,CONTRARY_TO,customer_wait_10_minute_for_check-in,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,CONTRARY_TO,staff_misunderstand_on_payment,Yes
check-in,Contrary(P)Body(N),no_evident_not_perfect_welcome_at_1:30am_in_morning,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,no_one_give_key_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,door_lock_on_late_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,customer_wait_10_minute_for_greet,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,customer_wait_10_minute_for_check-in,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,staff_misunderstand_on_payment,No
check-in,Contrary(P)Body(N),no_evident_not_can_check-in_at_4am,NOT_CONTRARY,staff_take_picture_of_passport,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,easy_check-in,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,clear_instruction_to_access_room,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,clear_instruction_to_enter_hotel,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,sent_instruction_in_advance,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,perfect_instruction,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,easy_late_night_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,comfortable_late_night_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,easy_self_check-in,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,quick_check-in,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,easy_check-in_at_3am,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_accommodated_arrival_at_3am,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,clear_instruction,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,late_chek-in_at_1am_worked_well,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,hotel_make_sure_to_check-in_at_late_night,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,excellent communication_on_late_check-in_process,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_aware_late_arraival,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_make_late_check-in_simple,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,got_self_check-in_instruction_on_late_arrival,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,late_night_arrival_no_problem,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,fast_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,quick_check-in_at_night,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,room_ready_to_check-in_by_12,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,clear_check-in_direction_at_late_night,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,easy_check-in_direction_at_late_night,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,can_move_in_early,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,no_problem_self_check-in_at_middle_night,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,no_problem_check-in_after_12_at_night,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_help_check-in_after_midnight,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,easy_self_check-in_at_night,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,staff_left_clear_information_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,staff_left_precise_information_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,staff_send_photo_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_take_care_late_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,fluid_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,staff_wait_for_check-in_at_3am,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,staff_give_early_check-in,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,late_arrival_no_extra_cost,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,hotel_allow_late_arrival,No
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,perfect_welcome_at_4am_arrival,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,CONTRARY_TO,perfect_welcome_at_1:30am_in_morning,Yes
check-in,Contrary(N)Body(P),have_evident_no_one_give_key_on_late_check-in,NOT_CONTRARY,can_check-in_at_4am,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,easy_check-in,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,clear_instruction_to_access_room,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,clear_instruction_to_enter_hotel,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,sent_instruction_in_advance,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,perfect_instruction,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,easy_late_night_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,comfortable_late_night_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,easy_self_check-in,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,quick_check-in,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,easy_check-in_at_3am,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_accommodated_arrival_at_3am,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,clear_instruction,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,late_chek-in_at_1am_worked_well,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,hotel_make_sure_to_check-in_at_late_night,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,excellent communication_on_late_check-in_process,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_aware_late_arraival,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_make_late_check-in_simple,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,got_self_check-in_instruction_on_late_arrival,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,late_night_arrival_no_problem,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,fast_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,quick_check-in_at_night,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,room_ready_to_check-in_by_12,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,clear_check-in_direction_at_late_night,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,easy_check-in_direction_at_late_night,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,can_move_in_early,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,no_problem_self_check-in_at_middle_night,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,no_problem_check-in_after_12_at_night,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_help_check-in_after_midnight,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,easy_self_check-in_at_night,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,staff_left_clear_information_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,staff_left_precise_information_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,staff_send_photo_for_arrival,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_take_care_late_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,fluid_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,staff_wait_for_check-in_at_3am,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,staff_give_early_check-in,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,late_arrival_no_extra_cost,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,hotel_allow_late_arrival,No
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,perfect_welcome_at_4am_arrival,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,CONTRARY_TO,perfect_welcome_at_1:30am_in_morning,Yes
check-in,Contrary(N)Body(P),have_evident_door_lock_on_late_check-in,NOT_CONTRARY,can_check-in_at_4am,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,easy_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,clear_instruction_to_access_room,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,clear_instruction_to_enter_hotel,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,sent_instruction_in_advance,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,perfect_instruction,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,easy_late_night_check-in,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,comfortable_late_night_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,easy_self_check-in,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,quick_check-in,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,easy_check-in_at_3am,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,staff_accommodated_arrival_at_3am,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,clear_instruction,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,late_chek-in_at_1am_worked_well,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,hotel_make_sure_to_check-in_at_late_night,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,excellent communication_on_late_check-in_process,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,staff_aware_late_arraival,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,CONTRARY_TO,staff_make_late_check-in_simple,Yes
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,got_self_check-in_instruction_on_late_arrival,No
check-in,Contrary(N)Body(P),have_evident_customer_wait_10_minute_for_greet,NOT_CONTRARY,staff_allow_early_check-in_in_morning,No
